Duration (in seconds),ResponseId,Q186,Age,Gender,Ethnicity,Eth-ori,Edu,SJS-Intro,SJS-1,SJS-2,SJS-3,SRPS-Intro,SRPS-1,SRPS-2,SRPS-3,SRPS-4,SRPS-5,SRPS-6,SRPS-7,SRPS-8,SRPS-9,SRPS-10,SRPS-11,SRPS-12,SRPS-13,SRPS-14,SRPS-15,SRPS-Change,SRPS-17,SRPS-18,SRPS-19,SRPS-20,SRPS-21,SRPS-22,SRPS-23,SRPS-24,SSES-Intro,SSES-1,SSES-2,SSES-3,SSES-4,SSES-5,SSES-6,SSES-7,SSES-8,SSES-9,SSES-10,Spite-Intro,Spite-1,Spite-2,Spite-3,Spite-4,Spite-5,Spite-6,Spite-7,Spite-8,Spite-9,Spite-10,Spite-11,Spite-12,Spite-13,Spite-14,Spite-15,Spite-16,Q187,DoPL_1,DoPL_2,DoPL_3,DoPL_4,DoPL_5,DoPL_6,DoPL_7,DoPL_8,DoPL_9,DoPL_10,DoPL_11,DoPL_12,DoPL_13,DoPL_14,DoPL_15,DoPL_16,DoPL_17,DoPL_18,UMS_1,UMS_2,UMS_3,UMS_4,UMS_5,UMS_6,UMS_7,UMS_8,UMS_9,UMS_10,UMS_11,UMS_12,DoPL_26,Vign-Intro,Vign-1,Vign-2,Vign-3,Vign-4,Vign-5,Vign-6,Vign-7,Vign-8,Vign-9,Vign-10,Real-1,Real-2,Real-3,Real-4,Real-5,Real-6,Real-7,Real-8,Real-9,Real-10,Prolific,PROLIFIC_PID
1049,R_3KYNt1h5UK7oXlf,5f8990ec5e6e5a04b25e40e9,21,Male,White,European,A-Levels or Equivalent,3,Somewhat agree,Somewhat disagree,Disagree,2,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly disagree,5,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,3,Neither agree nor disagree,Neither agree nor disagree,Slight disagree,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,"2,3",Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Neither agree nor disagree,"1,5",Somewhat agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Disagree,Somewhat agree,Disagree,Somewhat disagree,Disagree,Somewhat agree,Of Little Importance To me,Of Some Importance To Me,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Important To Me,Important To Me,Very Important To me,Strongly agree,1,Very justified,Neither justified or unjustified,Not justified at all,Not justified at all,Neither justified or unjustified,Very justified,Not justified at all,Not justified at all,Neither justified or unjustified,Neither justified or unjustified,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,8560165,5f8990ec5e6e5a04b25e40e9
1073,R_1OlETPYtGtc69lC,60619d860e60d7553c1ffbfd,21,Male,White,European,A-Levels or Equivalent,3,Disagree,Strongly disagree,Strongly disagree,2,Strongly disagree,Strongly disagree,Agree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Disagree,5,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Your Partner,Both of You Equally,Both of You Equally,Both of You Equally,3,Agree,Agree,Slightly agree,Disagree,Slightly disagree,Agree,Disagree,Agree,Disagree,Slightly disagree,"2,3",Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Neither agree nor disagree,Disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,"1,5",Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Important To Me,Very Important To me,Strongly agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Strongly agree,Agree,Extremely Important To Me,Important To Me,Very Important To me,Strongly agree,1,Neither justified or unjustified,Somewhat unjustified,Not justified at all,Somewhat unjustified,Not justified at all,Somewhat unjustified,Not justified at all,Somewhat unjustified,Neither justified or unjustified,Not justified at all,Agree,Agree,Disagree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,6055132,60619d860e60d7553c1ffbfd
909,R_7X1hKm0Z779vpJL,5faa9c340cc79c413dade876,23,Male,White,European,University Undergraduate Program,3,Disagree,Disagree,Disagree,2,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,5,Both of You Equally,Both of You Equally,Both of You Equally,Your Partner,Both of You Equally,You,Your Partner,Both of You Equally,3,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly agree,"2,3",Agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,"1,5",Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Important To Me,Of Some Importance To Me,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Important To Me,Important To Me,Important To Me,Strongly agree,1,Somewhat unjustified,Somewhat unjustified,Not justified at all,Not justified at all,Not justified at all,Very justified,Somewhat unjustified,Slightly justified,Neither justified or unjustified,Neither justified or unjustified,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Disagree,Agree,4411945,5faa9c340cc79c413dade876
1110,R_1mdRTCXLqyYomlX,5fbf7fa14c6fbd262bc3b98c,22,Male,White,Other,University Undergraduate Program,3,Somewhat agree,Somewhat disagree,Disagree,2,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,5,Both of You Equally,You,You,You,Both of You Equally,You,Both of You Equally,Both of You Equally,3,Slightly agree,Slightly agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Neither agree nor disagree,"2,3",Disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,"1,5",Somewhat agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Of Some Importance To Me,Very Important To me,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Important To Me,Important To Me,Very Important To me,Strongly agree,1,Slightly justified,Somewhat unjustified,Not justified at all,Somewhat unjustified,Slightly justified,Slightly justified,Somewhat unjustified,Somewhat unjustified,Slightly justified,Somewhat unjustified,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,6306035,5fbf7fa14c6fbd262bc3b98c
1129,R_3qfYBAGRGXHKCk0,5f68f4c6efe6b009d5ad4ac2,26,Male,Mixed or Multiple ethnic origins,English,University Undergraduate Program,3,Somewhat disagree,Strongly disagree,Strongly disagree,2,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Agree,5,You,Your Partner,Both of You Equally,Your Partner,Your Partner,Both of You Equally,Both of You Equally,Your Partner,3,Agree,Agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Disagree,Agree,Disagree,Neither agree nor disagree,"2,3",Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Neither agree nor disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Agree,"1,5",Disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat agree,Strongly disagree,Disagree,Disagree,Agree,Somewhat agree,Agree,Disagree,Somewhat agree,Important To Me,Very Important To me,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Agree,Strongly agree,Extremely Important To Me,Very Important To me,Very Important To me,Strongly agree,1,Very justified,Somewhat unjustified,Not justified at all,Not justified at all,Not justified at all,Slightly justified,Not justified at all,Not justified at all,Not justified at all,Not justified at all,Strongly agree,Agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Disagree,7159007,5f68f4c6efe6b009d5ad4ac2
1144,R_erjp9b16RbUU6E9,5f18862cd42a5807dc279034,22,Male,White,European,University Post-Graduate Program,3,Strongly disagree,Disagree,Disagree,2,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,5,Both of You Equally,Both of You Equally,Both of You Equally,Your Partner,Your Partner,Both of You Equally,Both of You Equally,Both of You Equally,3,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Slightly disagree,Slightly agree,Neither agree nor disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,"2,3",Agree,Somewhat disagree,Agree,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Agree,"1,5",Somewhat disagree,Disagree,Somewhat disagree,Disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Disagree,Somewhat agree,Strongly disagree,Very Important To me,Of Little Importance To me,Somewhat disagree,Somewhat disagree,Disagree,Somewhat disagree,Disagree,Disagree,Somewhat agree,Agree,Somewhat disagree,Important To Me,Of Some Importance To Me,Very Important To me,Disagree,1,Somewhat unjustified,Somewhat unjustified,Slightly justified,Slightly justified,Slightly justified,Somewhat unjustified,Not justified at all,Slightly justified,Neither justified or unjustified,Slightly justified,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,Agree,Agree,Agree,8567760,5f18862cd42a5807dc279034
1134,R_1CmrcjAeo2ls6NW,5c2ce112f422870001fcab1f,29,Male,White,European,University Post-Graduate Program,3,Disagree,Strongly disagree,Strongly disagree,2,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Agree,5,Both of You Equally,Both of You Equally,Your Partner,Both of You Equally,Both of You Equally,You,Both of You Equally,Both of You Equally,3,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,"2,3",Strongly disagree,Agree,Strongly disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,"1,5",Disagree,Disagree,Disagree,Disagree,Somewhat agree,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Extremely Important To Me,Extremely Important To Me,Somewhat disagree,Disagree,Disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Very Important To me,Very Important To me,Extremely Important To Me,Strongly agree,1,Very justified,Somewhat unjustified,Not justified at all,Not justified at all,Not justified at all,Slightly justified,Not justified at all,Neither justified or unjustified,Slightly justified,Not justified at all,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Agree,8688261,5c2ce112f422870001fcab1f
1154,R_1E5kTgtvUCllAcl,5dd69d82710dfc61d0dbd5d8,26,Female,White,European,University Post-Graduate Program,3,Disagree,Strongly disagree,Strongly disagree,2,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,5,Both of You Equally,Your Partner,You,You,You,You,You,Both of You Equally,3,Agree,Slightly agree,Agree,Slightly disagree,Disagree,Agree,Disagree,Agree,Disagree,Slightly disagree,"2,3",Disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Agree,Agree,"1,5",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Disagree,Agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Very Important To me,Important To Me,Somewhat agree,Agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Extremely Important To Me,Very Important To me,Extremely Important To Me,Strongly agree,1,Very justified,Slightly justified,Not justified at all,Somewhat unjustified,Not justified at all,Slightly justified,Somewhat unjustified,Somewhat unjustified,Somewhat unjustified,Not justified at all,Strongly agree,Disagree,Disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Disagree,Agree,5362098,5dd69d82710dfc61d0dbd5d8
1118,R_0qDbVnrrsQrxqKZ,606f6be3361bd05af7ab3952,18,Male,Other ethnic group,Latin American,A-Levels or Equivalent,3,Somewhat agree,Disagree,Disagree,2,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,5,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,You,Both of You Equally,3,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Slightly agree,"2,3",Strongly disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,"1,5",Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Agree,Agree,Disagree,Somewhat agree,Strongly agree,Agree,Somewhat disagree,Somewhat agree,Agree,Important To Me,Very Important To me,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Important To Me,Extremely Important To Me,Extremely Important To Me,Strongly agree,1,Slightly justified,Not justified at all,Not justified at all,Not justified at all,Neither justified or unjustified,Slightly justified,Not justified at all,Neither justified or unjustified,Very justified,Slightly justified,Agree,Strongly agree,Strongly disagree,Disagree,Neither agree nor disagree,Agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,6687525,606f6be3361bd05af7ab3952
1134,R_3rGLRCHcrUiAYiH,60893324abb50019f07287a9,22,Female,White,English,A-Levels or Equivalent,3,Strongly disagree,Strongly disagree,Strongly disagree,2,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,5,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Your Partner,Both of You Equally,You,Both of You Equally,3,Slightly agree,Slightly agree,Slight disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,"2,3",Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,"1,5",Somewhat disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Somewhat agree,Disagree,Disagree,Somewhat disagree,Agree,Disagree,Agree,Somewhat agree,Somewhat disagree,Very Important To me,Very Important To me,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Somewhat agree,Extremely Important To Me,Extremely Important To Me,Very Important To me,Strongly agree,1,Very justified,Somewhat unjustified,Somewhat unjustified,Not justified at all,Not justified at all,Very justified,Not justified at all,Not justified at all,Slightly justified,Not justified at all,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,7133842,60893324abb50019f07287a9
1169,R_2Pdvs7WVmhq3En8,5ee1272794a7b01487d0d906,24,Female,White,European,GCSes or Equivalent,3,Disagree,Disagree,Agree,2,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Agree,5,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,3,Slightly agree,Slightly disagree,Neither agree nor disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,"2,3",Agree,Strongly disagree,Strongly disagree,Disagree,Agree,Neither agree nor disagree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Disagree,Strongly agree,Strongly Disagree,Agree,"1,5",Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Of Some Importance To Me,Important To Me,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Disagree,Of Some Importance To Me,Important To Me,Extremely Important To Me,Strongly agree,1,Neither justified or unjustified,Not justified at all,Not justified at all,Not justified at all,Not justified at all,Very justified,Not justified at all,Not justified at all,Somewhat unjustified,Not justified at all,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Disagree,Disagree,9424345,5ee1272794a7b01487d0d906
1155,R_1ps5JxHfrvTcv80,5f235c88d7c5b4117f9ba2fb,21,Female,White,English,A-Levels or Equivalent,3,Disagree,Strongly disagree,Strongly disagree,2,Strongly agree,Strongly disagree,Disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Agree,5,Both of You Equally,You,Both of You Equally,Both of You Equally,You,Both of You Equally,You,Your Partner,3,Slightly agree,Agree,Slightly agree,Slightly agree,Disagree,Slightly agree,Disagree,Slightly agree,Disagree,Slightly disagree,"2,3",Disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Agree,Strongly agree,Agree,"1,5",Disagree,Disagree,Somewhat agree,Disagree,Somewhat agree,Strongly agree,Disagree,Somewhat disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Disagree,Extremely Important To Me,Very Important To me,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Extremely Important To Me,Extremely Important To Me,Extremely Important To Me,Strongly agree,1,Very justified,Slightly justified,Not justified at all,Not justified at all,Somewhat unjustified,Slightly justified,Not justified at all,Slightly justified,Very justified,Slightly justified,Agree,Disagree,Neither agree nor disagree,Strongly agree,Disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Strongly agree,8797282,5f235c88d7c5b4117f9ba2fb
1176,R_SDhCmMxq4KqqtwJ,5fb665ecfcacdd37a36cf0b1,23,Male,White,European,University Undergraduate Program,3,Disagree,Disagree,Somewhat disagree,2,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,5,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,You,Both of You Equally,You,3,Agree,Agree,Slightly agree,Slightly disagree,Disagree,Slightly agree,Disagree,Agree,Disagree,Disagree,"2,3",Strongly disagree,Somewhat disagree,Disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Agree,"1,5",Somewhat disagree,Disagree,Somewhat disagree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Of Some Importance To Me,Important To Me,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Agree,Strongly agree,Somewhat disagree,Important To Me,Very Important To me,Very Important To me,Strongly agree,1,Very justified,Somewhat unjustified,Not justified at all,Not justified at all,Not justified at all,Very justified,Not justified at all,Somewhat unjustified,Very justified,Slightly justified,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Strongly agree,Agree,Agree,9218832,5fb665ecfcacdd37a36cf0b1
1186,R_2X6gdaXEdepWnBp,5e67bf09c530a9035434a8fc,31,Female,White,European,University Undergraduate Program,3,Strongly disagree,Strongly disagree,Strongly disagree,2,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,5,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,3,Slightly agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,"2,3",Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Agree,"1,5",Disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Very Important To me,Very Important To me,Agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat disagree,Extremely Important To Me,Extremely Important To Me,Extremely Important To Me,Strongly agree,1,Very justified,Not justified at all,Not justified at all,Not justified at all,Not justified at all,Slightly justified,Not justified at all,Not justified at all,Very justified,Neither justified or unjustified,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Agree,8403659,5e67bf09c530a9035434a8fc
1216,R_3GrDzmmUzpQovKZ,606b94352e103bc54d43321b,25,Male,Asian or Asian Scottish or Asian British,Asian,University Undergraduate Program,3,Strongly disagree,Strongly disagree,Disagree,2,Strongly disagree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Agree,5,Your Partner,Your Partner,Your Partner,You,Your Partner,Your Partner,You,You,3,Neither agree nor disagree,Neither agree nor disagree,Slight disagree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,Slightly agree,Slightly disagree,Neither agree nor disagree,"2,3",Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Neither agree nor disagree,Strongly agree,"1,5",Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Disagree,Disagree,Disagree,Agree,Somewhat disagree,Agree,Disagree,Somewhat disagree,Important To Me,Important To Me,Somewhat disagree,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Strongly agree,Strongly disagree,Very Important To me,Important To Me,Very Important To me,Strongly agree,1,Very justified,Neither justified or unjustified,Not justified at all,Not justified at all,Not justified at all,Slightly justified,Not justified at all,Somewhat unjustified,Neither justified or unjustified,Not justified at all,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Agree,Strongly disagree,Neither agree nor disagree,6869915,606b94352e103bc54d43321b
1246,R_2YkRNVRCcQXMoAZ,5be8abe69907dd00013b978c,22,Female,White,English,University Undergraduate Program,3,Disagree,Disagree,Disagree,2,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,5,Both of You Equally,Both of You Equally,Both of You Equally,You,You,Both of You Equally,Both of You Equally,Both of You Equally,3,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,"2,3",Neither agree nor disagree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Agree,Agree,Disagree,Strongly Disagree,Agree,"1,5",Agree,Agree,Agree,Somewhat agree,Agree,Disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Disagree,Somewhat agree,Agree,Agree,Important To Me,Very Important To me,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Strongly agree,Extremely Important To Me,Very Important To me,Extremely Important To Me,Strongly agree,1,Slightly justified,Not justified at all,Not justified at all,Not justified at all,Somewhat unjustified,Slightly justified,Not justified at all,Not justified at all,Not justified at all,Very justified,Agree,Strongly disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Disagree,2760046,5be8abe69907dd00013b978c
